food_type,category,food_group,moisture_level,oil_content,storage_condition,temperature,packaging,time_since_prep_hours,remaining_consumable_hours
jeera_rice,veg,rice,medium,low,room,26.3,open,10.3,0.0
chicken_biryani,nonveg,rice,medium,medium,room,32.7,closed,21.9,0.0
naan,veg,bread,low,medium,room,24.3,open,24.6,0.0
veg_pulao,veg,rice,medium,medium,fridge,7.0,open,14.6,13.3
dal_tadka,veg,curry,high,low,fridge,7.5,closed,4.7,40.75
milk,dairy,liquid,high,low,room,29.0,open,6.2,1.02
paneer_butter_masala,dairy,curry,high,medium,room,34.9,open,41.8,0.0
dosa,veg,breakfast,medium,low,room,30.0,closed,8.7,4.23
paneer_butter_masala,dairy,curry,high,medium,fridge,4.6,closed,6.3,18.38
dosa,veg,breakfast,medium,low,room,26.5,open,11.4,0.0
milk,dairy,liquid,high,low,room,32.3,closed,27.7,0.0
fish_curry,nonveg,curry,high,low,room,28.4,closed,6.3,1.61
paneer_butter_masala,dairy,curry,high,medium,fridge,5.8,open,15.0,8.96
chicken_curry,nonveg,curry,high,medium,room,30.6,closed,40.3,0.0
dal_tadka,veg,curry,high,low,fridge,7.1,closed,9.3,32.25
paneer_butter_masala,dairy,curry,high,medium,room,32.3,closed,20.1,0.0
veg_pulao,veg,rice,medium,medium,room,30.8,open,43.1,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,5.7,closed,47.1,0.0
fish_curry,nonveg,curry,high,low,room,24.5,open,36.6,0.0
roti,veg,bread,low,low,room,37.6,open,42.6,0.0
jeera_rice,veg,rice,medium,low,fridge,6.0,closed,41.8,6.7
paratha,veg,bread,low,high,fridge,3.6,closed,17.9,58.56
gulab_jamun,dairy,sweet,high,medium,fridge,3.7,closed,14.3,59.86
dal_tadka,veg,curry,high,low,fridge,6.2,closed,24.6,15.97
curd,dairy,liquid,high,low,room,27.1,closed,35.6,0.0
gulab_jamun,dairy,sweet,high,medium,room,36.3,open,12.6,1.04
chicken_biryani,nonveg,rice,medium,medium,fridge,6.5,closed,8.7,27.96
paneer_butter_masala,dairy,curry,high,medium,fridge,6.4,open,2.0,25.37
fish_curry,nonveg,curry,high,low,fridge,4.3,open,32.8,0.0
chicken_biryani,nonveg,rice,medium,medium,room,32.3,closed,17.8,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,3.2,closed,0.6,26.81
chicken_biryani,nonveg,rice,medium,medium,fridge,3.8,open,44.2,0.0
dal_tadka,veg,curry,high,low,fridge,2.4,closed,3.0,41.27
paratha,veg,bread,low,high,fridge,7.1,closed,40.8,10.08
paratha,veg,bread,low,high,fridge,3.4,closed,2.3,64.98
milk,dairy,liquid,high,low,fridge,3.7,closed,33.0,10.73
jeera_rice,veg,rice,medium,low,room,36.2,closed,12.2,0.0
chicken_curry,nonveg,curry,high,medium,fridge,3.5,closed,33.9,1.22
gulab_jamun,dairy,sweet,high,medium,room,25.1,open,43.7,0.0
curd,dairy,liquid,high,low,room,37.6,open,9.5,0.0
jeera_rice,veg,rice,medium,low,fridge,5.4,open,29.1,2.43
fish_curry,nonveg,curry,high,low,fridge,5.3,open,24.4,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,2.3,closed,13.2,17.55
idli,veg,breakfast,medium,low,fridge,4.3,open,11.8,14.54
dosa,veg,breakfast,medium,low,fridge,4.9,open,35.2,0.0
pakora,veg,fried,low,high,room,36.2,open,15.9,0.0
chicken_curry,nonveg,curry,high,medium,room,34.4,closed,8.6,0.0
jeera_rice,veg,rice,medium,low,room,29.0,open,29.3,0.0
veg_pulao,veg,rice,medium,medium,fridge,2.7,open,4.3,21.58
gulab_jamun,dairy,sweet,high,medium,fridge,3.5,open,1.0,61.41
curd,dairy,liquid,high,low,room,36.9,open,16.0,0.0
paratha,veg,bread,low,high,fridge,2.1,closed,6.0,70.11
naan,veg,bread,low,medium,fridge,5.9,closed,22.8,40.61
veg_pulao,veg,rice,medium,medium,room,32.9,closed,20.3,0.0
pakora,veg,fried,low,high,fridge,7.6,closed,39.8,0.0
halwa,veg,sweet,medium,high,room,26.3,open,41.7,0.0
veg_pulao,veg,rice,medium,medium,room,26.2,closed,35.1,0.0
idli,veg,breakfast,medium,low,room,24.7,closed,23.5,0.0
naan,veg,bread,low,medium,room,26.9,open,43.5,0.0
fish_curry,nonveg,curry,high,low,room,24.8,closed,0.7,7.61
chicken_biryani,nonveg,rice,medium,medium,room,25.9,closed,2.9,7.38
samosa,veg,fried,low,high,room,37.8,closed,29.9,0.0
paneer_butter_masala,dairy,curry,high,medium,room,27.1,open,7.7,2.94
gulab_jamun,dairy,sweet,high,medium,fridge,4.2,closed,24.0,47.8
chicken_curry,nonveg,curry,high,medium,fridge,6.8,closed,37.6,0.0
paratha,veg,bread,low,high,fridge,5.7,open,0.1,55.35
paneer_butter_masala,dairy,curry,high,medium,fridge,5.6,open,22.1,6.93
jeera_rice,veg,rice,medium,low,room,24.5,closed,15.3,0.0
milk,dairy,liquid,high,low,fridge,7.9,closed,4.6,41.97
gulab_jamun,dairy,sweet,high,medium,room,26.4,open,30.0,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,6.4,closed,43.2,0.0
pakora,veg,fried,low,high,fridge,6.3,open,43.4,0.0
halwa,veg,sweet,medium,high,fridge,5.2,closed,7.5,54.08
idli,veg,breakfast,medium,low,fridge,5.8,closed,32.3,9.14
roti,veg,bread,low,low,fridge,5.9,open,43.2,2.32
curd,dairy,liquid,high,low,fridge,6.7,open,3.3,38.73
curd,dairy,liquid,high,low,fridge,2.5,closed,2.7,42.11
pakora,veg,fried,low,high,room,37.0,open,40.2,0.0
samosa,veg,fried,low,high,fridge,3.9,closed,23.9,24.59
naan,veg,bread,low,medium,room,35.0,open,30.3,0.0
plain_rice,veg,rice,medium,low,room,32.3,closed,9.6,2.86
jeera_rice,veg,rice,medium,low,room,31.3,closed,41.6,0.0
fish_curry,nonveg,curry,high,low,fridge,3.1,closed,33.5,0.0
paneer_butter_masala,dairy,curry,high,medium,room,24.0,closed,24.6,0.0
dal_tadka,veg,curry,high,low,room,28.2,open,40.4,0.0
idli,veg,breakfast,medium,low,room,37.1,open,13.4,0.0
roti,veg,bread,low,low,fridge,6.8,open,17.5,37.04
idli,veg,breakfast,medium,low,room,28.0,open,14.2,0.0
jeera_rice,veg,rice,medium,low,room,36.9,open,6.2,1.07
milk,dairy,liquid,high,low,room,34.0,open,30.0,0.0
pakora,veg,fried,low,high,fridge,6.0,closed,40.1,4.03
dosa,veg,breakfast,medium,low,room,29.4,closed,30.2,0.0
plain_rice,veg,rice,medium,low,fridge,2.5,closed,3.3,41.32
gulab_jamun,dairy,sweet,high,medium,room,35.0,closed,37.0,0.0
jeera_rice,veg,rice,medium,low,fridge,3.2,closed,14.1,17.15
fish_curry,nonveg,curry,high,low,fridge,6.4,closed,6.7,22.51
plain_rice,veg,rice,medium,low,room,32.6,open,41.6,0.0
curd,dairy,liquid,high,low,fridge,4.2,open,1.8,46.55
dal_tadka,veg,curry,high,low,fridge,2.1,closed,42.1,0.0
jeera_rice,veg,rice,medium,low,fridge,4.6,open,14.1,23.69
dosa,veg,breakfast,medium,low,room,26.8,closed,37.6,0.0
paratha,veg,bread,low,high,room,25.6,open,14.3,13.91
paratha,veg,bread,low,high,room,28.2,open,36.1,0.0
idli,veg,breakfast,medium,low,room,30.4,closed,38.3,0.0
dosa,veg,breakfast,medium,low,fridge,3.5,open,0.2,30.34
idli,veg,breakfast,medium,low,room,36.0,closed,6.0,5.16
chicken_biryani,nonveg,rice,medium,medium,room,35.4,open,24.2,0.0
veg_pulao,veg,rice,medium,medium,room,25.3,open,38.9,0.0
veg_pulao,veg,rice,medium,medium,room,27.6,closed,11.9,0.82
naan,veg,bread,low,medium,fridge,2.0,open,30.8,20.28
fish_curry,nonveg,curry,high,low,room,30.1,open,38.4,0.0
milk,dairy,liquid,high,low,fridge,5.4,closed,19.0,38.4
plain_rice,veg,rice,medium,low,fridge,5.2,open,27.6,0.0
dosa,veg,breakfast,medium,low,fridge,2.7,closed,33.6,0.0
jeera_rice,veg,rice,medium,low,fridge,6.3,open,43.7,0.0
paneer_butter_masala,dairy,curry,high,medium,room,33.9,closed,40.3,0.0
fish_curry,nonveg,curry,high,low,room,28.3,closed,16.7,0.0
fish_curry,nonveg,curry,high,low,room,29.0,closed,32.0,0.0
veg_pulao,veg,rice,medium,medium,fridge,5.8,open,13.1,18.95
roti,veg,bread,low,low,fridge,5.9,open,5.3,49.86
fish_curry,nonveg,curry,high,low,fridge,5.7,open,27.6,0.0
dal_tadka,veg,curry,high,low,fridge,4.5,closed,28.3,17.14
chicken_biryani,nonveg,rice,medium,medium,fridge,7.3,open,5.5,17.78
gulab_jamun,dairy,sweet,high,medium,room,28.4,open,10.8,9.15
naan,veg,bread,low,medium,fridge,3.2,open,39.6,14.33
samosa,veg,fried,low,high,fridge,7.9,closed,9.5,35.44
veg_pulao,veg,rice,medium,medium,fridge,3.8,open,11.9,12.0
samosa,veg,fried,low,high,room,33.5,open,46.9,0.0
veg_pulao,veg,rice,medium,medium,room,25.4,closed,41.2,0.0
dal_tadka,veg,curry,high,low,room,29.2,open,37.9,0.0
plain_rice,veg,rice,medium,low,fridge,7.7,open,17.0,9.55
halwa,veg,sweet,medium,high,fridge,4.3,open,1.3,47.61
milk,dairy,liquid,high,low,fridge,2.0,open,12.8,30.46
paratha,veg,bread,low,high,room,27.7,closed,18.6,1.2
roti,veg,bread,low,low,room,37.2,closed,35.0,0.0
dal_tadka,veg,curry,high,low,fridge,7.1,open,32.4,7.59
dal_tadka,veg,curry,high,low,fridge,7.4,open,0.4,29.74
pakora,veg,fried,low,high,fridge,5.1,closed,26.0,16.38
dal_tadka,veg,curry,high,low,room,35.0,open,33.9,0.0
jeera_rice,veg,rice,medium,low,fridge,4.7,closed,24.2,22.07
pakora,veg,fried,low,high,fridge,6.6,open,0.8,33.24
roti,veg,bread,low,low,room,25.3,closed,15.4,8.57
veg_pulao,veg,rice,medium,medium,fridge,7.0,open,36.3,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,4.0,open,22.0,11.5
jeera_rice,veg,rice,medium,low,fridge,3.9,closed,41.3,7.82
idli,veg,breakfast,medium,low,fridge,7.1,closed,3.3,45.75
samosa,veg,fried,low,high,room,32.7,closed,5.5,16.16
fish_curry,nonveg,curry,high,low,fridge,7.8,closed,4.6,20.12
plain_rice,veg,rice,medium,low,fridge,5.9,open,17.1,14.73
idli,veg,breakfast,medium,low,room,37.7,closed,38.0,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,2.5,open,20.3,9.06
chicken_curry,nonveg,curry,high,medium,fridge,6.8,open,46.0,0.0
dal_tadka,veg,curry,high,low,fridge,6.2,closed,22.6,15.91
milk,dairy,liquid,high,low,fridge,3.6,closed,9.6,43.03
fish_curry,nonveg,curry,high,low,fridge,4.2,closed,16.8,9.14
chicken_biryani,nonveg,rice,medium,medium,room,26.3,open,23.2,0.0
naan,veg,bread,low,medium,room,25.2,closed,1.0,16.99
dosa,veg,breakfast,medium,low,room,35.7,closed,14.6,0.0
chicken_biryani,nonveg,rice,medium,medium,room,28.8,open,1.9,7.27
fish_curry,nonveg,curry,high,low,fridge,5.5,open,5.9,18.85
milk,dairy,liquid,high,low,fridge,7.4,closed,19.9,18.33
naan,veg,bread,low,medium,room,35.9,closed,2.6,8.55
curd,dairy,liquid,high,low,fridge,4.4,closed,29.1,22.87
gulab_jamun,dairy,sweet,high,medium,room,29.0,open,26.4,0.0
gulab_jamun,dairy,sweet,high,medium,room,24.6,closed,5.5,13.02
pakora,veg,fried,low,high,room,27.2,closed,36.4,0.0
jeera_rice,veg,rice,medium,low,room,26.8,open,39.1,0.0
halwa,veg,sweet,medium,high,room,32.0,open,46.1,0.0
halwa,veg,sweet,medium,high,fridge,6.3,open,7.5,50.18
naan,veg,bread,low,medium,room,31.8,open,45.6,0.0
dosa,veg,breakfast,medium,low,room,26.2,closed,23.8,0.0
paratha,veg,bread,low,high,room,34.1,closed,9.5,10.85
idli,veg,breakfast,medium,low,fridge,6.6,open,24.7,3.28
plain_rice,veg,rice,medium,low,fridge,4.8,closed,11.8,21.15
milk,dairy,liquid,high,low,fridge,7.7,open,6.5,36.74
dosa,veg,breakfast,medium,low,fridge,7.9,closed,17.3,7.87
idli,veg,breakfast,medium,low,room,31.3,open,31.6,0.0
chicken_curry,nonveg,curry,high,medium,fridge,6.1,closed,33.4,0.0
paratha,veg,bread,low,high,room,29.1,open,38.2,0.0
dal_tadka,veg,curry,high,low,fridge,3.0,open,46.0,0.0
samosa,veg,fried,low,high,fridge,2.1,open,44.5,0.0
pakora,veg,fried,low,high,room,35.1,open,14.4,0.0
dosa,veg,breakfast,medium,low,room,37.6,open,34.3,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,6.5,closed,45.7,0.0
pakora,veg,fried,low,high,room,34.7,closed,36.1,0.0
pakora,veg,fried,low,high,room,33.9,closed,27.5,0.0
jeera_rice,veg,rice,medium,low,room,31.6,open,9.8,0.0
chicken_biryani,nonveg,rice,medium,medium,room,32.2,closed,42.0,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,6.1,closed,42.3,0.0
plain_rice,veg,rice,medium,low,fridge,6.2,closed,26.6,20.82
chicken_biryani,nonveg,rice,medium,medium,fridge,4.4,closed,28.7,0.0
jeera_rice,veg,rice,medium,low,fridge,3.5,closed,4.5,32.5
chicken_biryani,nonveg,rice,medium,medium,fridge,7.2,open,2.5,26.56
jeera_rice,veg,rice,medium,low,room,25.7,open,33.7,0.0
naan,veg,bread,low,medium,room,33.5,open,22.7,0.0
paneer_butter_masala,dairy,curry,high,medium,room,35.4,closed,45.0,0.0
fish_curry,nonveg,curry,high,low,fridge,2.7,open,42.1,0.0
jeera_rice,veg,rice,medium,low,room,33.2,closed,22.9,0.0
samosa,veg,fried,low,high,room,32.4,closed,28.3,0.0
gulab_jamun,dairy,sweet,high,medium,room,26.8,open,30.0,0.0
jeera_rice,veg,rice,medium,low,room,28.5,open,30.3,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,6.4,closed,20.7,43.05
roti,veg,bread,low,low,room,37.6,closed,1.9,17.68
plain_rice,veg,rice,medium,low,fridge,2.5,closed,42.1,1.71
samosa,veg,fried,low,high,room,31.8,open,21.9,0.0
dal_tadka,veg,curry,high,low,fridge,3.9,open,0.8,31.33
paratha,veg,bread,low,high,fridge,7.0,open,43.2,21.74
gulab_jamun,dairy,sweet,high,medium,room,29.6,open,9.7,15.54
halwa,veg,sweet,medium,high,room,29.1,closed,31.3,0.0
roti,veg,bread,low,low,room,31.4,open,43.4,0.0
samosa,veg,fried,low,high,fridge,3.0,open,17.9,23.33
dosa,veg,breakfast,medium,low,fridge,6.5,open,35.9,0.0
plain_rice,veg,rice,medium,low,fridge,4.1,closed,9.5,36.04
chicken_curry,nonveg,curry,high,medium,room,31.4,closed,11.0,0.0
chicken_curry,nonveg,curry,high,medium,room,29.3,open,29.2,0.0
naan,veg,bread,low,medium,fridge,4.1,open,45.1,0.0
dal_tadka,veg,curry,high,low,room,36.3,open,9.7,0.0
paratha,veg,bread,low,high,fridge,6.5,open,46.8,6.47
curd,dairy,liquid,high,low,fridge,2.1,closed,44.5,16.42
jeera_rice,veg,rice,medium,low,fridge,5.7,closed,26.3,17.83
chicken_curry,nonveg,curry,high,medium,fridge,4.8,open,35.6,0.0
veg_pulao,veg,rice,medium,medium,fridge,2.4,closed,4.6,21.21
halwa,veg,sweet,medium,high,room,33.7,closed,24.1,0.0
samosa,veg,fried,low,high,room,31.6,closed,29.4,0.0
plain_rice,veg,rice,medium,low,room,33.2,closed,45.9,0.0
halwa,veg,sweet,medium,high,fridge,6.2,open,15.3,31.99
veg_pulao,veg,rice,medium,medium,fridge,7.7,closed,31.1,9.11
veg_pulao,veg,rice,medium,medium,fridge,3.1,closed,34.0,0.0
naan,veg,bread,low,medium,fridge,2.8,open,40.8,0.0
idli,veg,breakfast,medium,low,fridge,2.3,closed,26.6,6.49
paneer_butter_masala,dairy,curry,high,medium,room,36.5,closed,24.0,0.0
roti,veg,bread,low,low,room,37.1,open,2.8,12.48
fish_curry,nonveg,curry,high,low,room,37.6,closed,28.6,0.0
paneer_butter_masala,dairy,curry,high,medium,room,31.3,closed,40.9,0.0
dosa,veg,breakfast,medium,low,room,35.3,closed,34.8,0.0
fish_curry,nonveg,curry,high,low,fridge,6.7,open,45.2,0.0
paratha,veg,bread,low,high,room,34.5,closed,27.3,0.0
paratha,veg,bread,low,high,fridge,6.9,closed,37.4,36.4
halwa,veg,sweet,medium,high,room,37.2,closed,37.5,0.0
veg_pulao,veg,rice,medium,medium,fridge,7.3,open,44.8,0.0
fish_curry,nonveg,curry,high,low,room,36.8,open,41.3,0.0
plain_rice,veg,rice,medium,low,fridge,7.0,open,16.4,19.67
chicken_biryani,nonveg,rice,medium,medium,fridge,3.5,closed,19.5,12.98
curd,dairy,liquid,high,low,fridge,3.4,open,12.4,36.67
dosa,veg,breakfast,medium,low,room,25.4,open,31.7,0.0
idli,veg,breakfast,medium,low,fridge,3.5,open,39.3,0.0
paratha,veg,bread,low,high,fridge,5.3,closed,33.8,31.89
dal_tadka,veg,curry,high,low,fridge,3.0,open,41.8,0.0
halwa,veg,sweet,medium,high,room,34.9,closed,17.3,6.07
milk,dairy,liquid,high,low,fridge,7.4,closed,26.3,10.42
jeera_rice,veg,rice,medium,low,fridge,6.6,open,38.3,0.0
curd,dairy,liquid,high,low,fridge,7.4,closed,9.3,60.79
paneer_butter_masala,dairy,curry,high,medium,room,34.5,open,10.0,0.0
chicken_curry,nonveg,curry,high,medium,fridge,2.6,closed,12.2,13.27
idli,veg,breakfast,medium,low,room,28.8,open,1.5,12.57
fish_curry,nonveg,curry,high,low,fridge,6.1,closed,40.7,0.0
plain_rice,veg,rice,medium,low,fridge,7.2,open,8.0,17.66
paratha,veg,bread,low,high,fridge,2.0,closed,15.4,56.95
fish_curry,nonveg,curry,high,low,room,35.0,open,0.8,6.3
samosa,veg,fried,low,high,fridge,3.5,closed,5.7,37.23
milk,dairy,liquid,high,low,room,36.2,open,4.1,0.34
paratha,veg,bread,low,high,room,32.5,open,36.5,0.0
naan,veg,bread,low,medium,fridge,7.9,closed,1.8,38.09
halwa,veg,sweet,medium,high,room,33.1,closed,0.3,26.27
paratha,veg,bread,low,high,fridge,2.8,open,8.7,45.42
curd,dairy,liquid,high,low,fridge,3.8,closed,39.4,34.33
dosa,veg,breakfast,medium,low,fridge,3.8,open,25.3,0.0
fish_curry,nonveg,curry,high,low,room,29.1,closed,12.5,0.0
paneer_butter_masala,dairy,curry,high,medium,room,29.3,open,44.9,0.0
fish_curry,nonveg,curry,high,low,room,34.8,closed,32.3,0.0
chicken_biryani,nonveg,rice,medium,medium,room,31.3,closed,20.8,0.0
samosa,veg,fried,low,high,fridge,4.9,closed,20.5,29.63
paneer_butter_masala,dairy,curry,high,medium,fridge,3.4,open,19.3,4.47
dosa,veg,breakfast,medium,low,fridge,4.7,open,44.9,0.0
jeera_rice,veg,rice,medium,low,fridge,4.3,open,3.8,22.04
jeera_rice,veg,rice,medium,low,room,30.7,closed,28.6,0.0
curd,dairy,liquid,high,low,fridge,7.9,closed,21.1,29.94
veg_pulao,veg,rice,medium,medium,fridge,5.1,open,30.4,3.38
chicken_curry,nonveg,curry,high,medium,fridge,6.2,open,47.8,0.0
fish_curry,nonveg,curry,high,low,fridge,7.6,open,4.2,20.55
roti,veg,bread,low,low,room,34.0,closed,1.2,20.2
gulab_jamun,dairy,sweet,high,medium,fridge,4.4,open,5.0,63.9
pakora,veg,fried,low,high,room,29.4,open,41.5,0.0
milk,dairy,liquid,high,low,fridge,7.5,closed,38.7,9.65
halwa,veg,sweet,medium,high,room,36.6,open,2.3,17.94
roti,veg,bread,low,low,room,26.2,open,33.8,0.0
samosa,veg,fried,low,high,fridge,2.4,closed,8.4,27.55
curd,dairy,liquid,high,low,fridge,5.2,open,47.1,0.0
dal_tadka,veg,curry,high,low,room,30.8,closed,5.0,7.68
dosa,veg,breakfast,medium,low,fridge,5.5,closed,8.0,25.48
idli,veg,breakfast,medium,low,room,37.9,closed,32.7,0.0
curd,dairy,liquid,high,low,room,29.1,open,43.7,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,6.5,closed,5.3,32.26
dosa,veg,breakfast,medium,low,fridge,2.6,open,32.3,0.0
fish_curry,nonveg,curry,high,low,room,31.2,open,33.9,0.0
curd,dairy,liquid,high,low,fridge,2.1,closed,27.3,41.87
naan,veg,bread,low,medium,fridge,5.1,closed,0.0,60.01
pakora,veg,fried,low,high,fridge,2.5,closed,43.8,0.0
chicken_biryani,nonveg,rice,medium,medium,room,35.7,closed,1.1,6.75
samosa,veg,fried,low,high,fridge,2.9,open,9.9,30.88
dosa,veg,breakfast,medium,low,fridge,2.0,closed,31.2,0.0
chicken_biryani,nonveg,rice,medium,medium,room,28.8,open,41.0,0.0
plain_rice,veg,rice,medium,low,fridge,3.5,closed,43.7,0.6
dosa,veg,breakfast,medium,low,room,28.2,open,19.5,0.0
dosa,veg,breakfast,medium,low,room,32.1,closed,24.4,0.0
chicken_curry,nonveg,curry,high,medium,room,36.2,closed,46.4,0.0
jeera_rice,veg,rice,medium,low,room,29.6,closed,24.9,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,3.2,open,28.6,0.76
curd,dairy,liquid,high,low,room,24.3,open,15.1,0.0
paneer_butter_masala,dairy,curry,high,medium,room,30.4,open,16.7,0.0
dal_tadka,veg,curry,high,low,room,32.6,closed,14.2,0.0
fish_curry,nonveg,curry,high,low,room,34.0,open,5.3,1.53
veg_pulao,veg,rice,medium,medium,room,25.2,open,41.0,0.0
dal_tadka,veg,curry,high,low,fridge,7.5,closed,24.3,10.0
jeera_rice,veg,rice,medium,low,room,36.9,open,18.7,0.0
gulab_jamun,dairy,sweet,high,medium,room,30.7,open,7.4,10.68
chicken_biryani,nonveg,rice,medium,medium,room,27.8,closed,44.6,0.0
dosa,veg,breakfast,medium,low,fridge,7.8,open,32.5,0.0
paratha,veg,bread,low,high,room,26.2,open,47.8,0.0
curd,dairy,liquid,high,low,room,34.0,open,13.0,0.0
fish_curry,nonveg,curry,high,low,fridge,5.7,open,16.1,1.88
curd,dairy,liquid,high,low,room,28.9,open,1.2,11.03
paratha,veg,bread,low,high,room,35.8,open,6.1,12.99
paratha,veg,bread,low,high,fridge,7.1,open,38.2,25.55
plain_rice,veg,rice,medium,low,room,25.0,open,27.1,0.0
naan,veg,bread,low,medium,fridge,2.4,closed,1.2,43.84
dal_tadka,veg,curry,high,low,room,31.9,closed,5.6,5.54
curd,dairy,liquid,high,low,room,26.2,open,9.6,0.0
chicken_curry,nonveg,curry,high,medium,fridge,5.0,closed,43.0,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,2.5,open,13.5,7.2
milk,dairy,liquid,high,low,fridge,7.8,closed,24.0,27.22
plain_rice,veg,rice,medium,low,fridge,6.0,closed,24.0,7.64
halwa,veg,sweet,medium,high,room,36.9,closed,18.3,1.82
roti,veg,bread,low,low,fridge,5.9,closed,0.6,48.67
veg_pulao,veg,rice,medium,medium,room,28.3,open,41.7,0.0
dal_tadka,veg,curry,high,low,fridge,2.5,closed,26.5,15.3
dosa,veg,breakfast,medium,low,fridge,4.3,closed,17.7,13.92
plain_rice,veg,rice,medium,low,room,27.0,closed,3.6,9.09
plain_rice,veg,rice,medium,low,room,33.2,closed,47.4,0.0
fish_curry,nonveg,curry,high,low,room,26.8,closed,8.8,0.0
roti,veg,bread,low,low,room,28.5,open,40.5,0.0
dosa,veg,breakfast,medium,low,room,28.7,open,8.5,1.94
curd,dairy,liquid,high,low,room,37.7,open,17.5,0.0
milk,dairy,liquid,high,low,room,32.0,open,25.7,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,4.8,closed,34.0,0.0
fish_curry,nonveg,curry,high,low,room,26.3,open,20.2,0.0
jeera_rice,veg,rice,medium,low,fridge,4.3,open,11.0,27.46
milk,dairy,liquid,high,low,fridge,3.6,closed,7.4,34.43
dal_tadka,veg,curry,high,low,room,26.6,closed,2.5,8.42
milk,dairy,liquid,high,low,room,33.3,open,22.4,0.0
veg_pulao,veg,rice,medium,medium,room,33.9,open,10.5,0.0
plain_rice,veg,rice,medium,low,fridge,7.9,closed,36.5,6.38
halwa,veg,sweet,medium,high,room,24.4,open,14.9,12.37
dosa,veg,breakfast,medium,low,fridge,3.0,closed,17.3,22.57
plain_rice,veg,rice,medium,low,fridge,3.8,open,27.6,0.0
fish_curry,nonveg,curry,high,low,fridge,3.9,open,5.7,16.43
naan,veg,bread,low,medium,fridge,5.3,open,31.4,12.0
paneer_butter_masala,dairy,curry,high,medium,fridge,7.8,closed,14.0,16.18
jeera_rice,veg,rice,medium,low,room,27.4,closed,32.6,0.0
plain_rice,veg,rice,medium,low,room,37.3,closed,12.8,0.0
samosa,veg,fried,low,high,room,26.0,closed,9.9,9.2
curd,dairy,liquid,high,low,fridge,7.4,closed,45.1,14.46
halwa,veg,sweet,medium,high,fridge,7.1,open,30.4,31.8
jeera_rice,veg,rice,medium,low,fridge,7.3,open,15.3,12.92
plain_rice,veg,rice,medium,low,room,32.4,open,23.9,0.0
paratha,veg,bread,low,high,room,29.6,closed,7.4,16.28
fish_curry,nonveg,curry,high,low,fridge,7.0,closed,35.3,0.0
dal_tadka,veg,curry,high,low,room,25.9,closed,11.6,5.11
dosa,veg,breakfast,medium,low,fridge,2.2,open,18.4,7.72
naan,veg,bread,low,medium,fridge,3.4,closed,47.2,0.0
pakora,veg,fried,low,high,room,28.7,closed,10.6,3.64
roti,veg,bread,low,low,room,34.7,open,44.6,0.0
naan,veg,bread,low,medium,fridge,7.2,closed,10.2,36.44
fish_curry,nonveg,curry,high,low,room,32.3,closed,5.4,1.38
paratha,veg,bread,low,high,room,32.9,closed,41.5,0.0
chicken_biryani,nonveg,rice,medium,medium,room,30.3,closed,2.0,9.54
milk,dairy,liquid,high,low,fridge,2.6,open,11.2,31.38
paneer_butter_masala,dairy,curry,high,medium,fridge,7.5,closed,1.3,33.7
plain_rice,veg,rice,medium,low,room,31.0,closed,22.6,0.0
dal_tadka,veg,curry,high,low,room,35.9,closed,29.8,0.0
curd,dairy,liquid,high,low,room,31.5,open,28.4,0.0
milk,dairy,liquid,high,low,room,24.0,closed,7.3,1.6
halwa,veg,sweet,medium,high,room,32.8,open,6.6,10.87
curd,dairy,liquid,high,low,fridge,4.9,open,31.5,15.92
fish_curry,nonveg,curry,high,low,room,33.7,closed,4.2,1.51
pakora,veg,fried,low,high,fridge,7.2,closed,20.0,23.03
chicken_curry,nonveg,curry,high,medium,room,28.2,open,32.8,0.0
veg_pulao,veg,rice,medium,medium,fridge,7.3,open,5.1,19.25
gulab_jamun,dairy,sweet,high,medium,fridge,2.3,open,8.0,65.11
chicken_biryani,nonveg,rice,medium,medium,fridge,2.1,closed,27.2,9.17
jeera_rice,veg,rice,medium,low,fridge,7.4,closed,6.4,25.12
dosa,veg,breakfast,medium,low,room,30.7,open,38.8,0.0
idli,veg,breakfast,medium,low,room,31.4,open,36.8,0.0
jeera_rice,veg,rice,medium,low,room,25.2,open,23.1,0.0
chicken_curry,nonveg,curry,high,medium,room,26.7,closed,31.1,0.0
fish_curry,nonveg,curry,high,low,room,24.8,closed,2.4,6.41
plain_rice,veg,rice,medium,low,room,24.9,open,27.1,0.0
samosa,veg,fried,low,high,fridge,8.0,closed,33.9,12.17
chicken_biryani,nonveg,rice,medium,medium,room,36.2,open,11.3,0.0
milk,dairy,liquid,high,low,room,30.7,open,47.3,0.0
milk,dairy,liquid,high,low,room,29.9,closed,0.2,8.02
